job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,hiring_urgency,job_openings,kkni_level_mapped,kkni_label,skill_list,skill_count,edu_level
152,AI Engineer,Startup,Healthcare,USA,Onsite,Mid,8,Master,0,1,1,1,1,153225,High,1,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S2
153,AI Engineer,Medium,Retail,Germany,Onsite,Mid,1,Bachelor,0,1,1,0,0,134776,Low,2,6,Teknisi/Analis Madya,"['sql', 'machine learning']",2,S1
154,Machine Learning Engineer,Startup,E-commerce,USA,Hybrid,Entry,2,PhD,1,0,1,0,1,111100,High,9,5,Teknisi/Analis Muda,"['python', 'machine learning', 'cloud']",3,S3
155,Data Scientist,Medium,Retail,Singapore,Remote,Mid,9,PhD,1,0,0,0,0,72349,High,7,6,Teknisi/Analis Madya,['python'],1,S3
156,Machine Learning Engineer,Medium,Healthcare,Singapore,Remote,Mid,0,Bachelor,1,0,0,1,0,127472,Low,6,6,Teknisi/Analis Madya,"['python', 'deep learning']",2,S1
157,Business Analyst,Startup,Technology,India,Remote,Senior,7,Bachelor,1,1,1,0,1,128533,Low,3,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'cloud']",4,S1
158,AI Engineer,Medium,Education,USA,Onsite,Mid,13,PhD,1,1,1,1,1,153374,High,4,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S3
159,Machine Learning Engineer,Medium,Education,USA,Onsite,Entry,13,PhD,0,0,1,0,1,119732,Medium,6,5,Teknisi/Analis Muda,"['machine learning', 'cloud']",2,S3
160,Data Scientist,Startup,Education,Canada,Hybrid,Mid,7,Master,0,1,0,0,1,89715,Low,6,6,Teknisi/Analis Madya,"['sql', 'cloud']",2,S2
161,Data Engineer,MNC,Finance,Singapore,Hybrid,Entry,8,Master,0,1,0,0,0,70962,Medium,1,5,Teknisi/Analis Muda,['sql'],1,S2
162,Data Engineer,Enterprise,Healthcare,Germany,Hybrid,Senior,2,Master,1,0,0,1,1,128435,Low,5,7,Ahli Pertama / Perdana,"['python', 'deep learning', 'cloud']",3,S2
163,Data Scientist,Medium,Education,India,Remote,Senior,7,Master,1,1,1,1,0,132693,High,7,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning']",4,S2
164,Business Analyst,Enterprise,Healthcare,UK,Hybrid,Senior,13,Master,1,1,1,1,0,133984,High,2,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning']",4,S2
165,AI Engineer,Enterprise,Education,USA,Hybrid,Mid,12,Master,1,0,0,0,1,125772,High,9,6,Teknisi/Analis Madya,"['python', 'cloud']",2,S2
166,Business Analyst,Medium,Technology,USA,Onsite,Entry,14,Bachelor,1,1,1,0,1,72719,Medium,6,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'cloud']",4,S1
167,Machine Learning Engineer,MNC,Retail,Singapore,Onsite,Entry,1,PhD,1,0,1,1,0,140175,High,2,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning']",3,S3
168,Data Analyst,Startup,Retail,Canada,Remote,Mid,2,Master,0,1,1,1,0,101638,High,4,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning']",3,S2
169,Business Analyst,Enterprise,Technology,Germany,Remote,Mid,1,PhD,0,0,1,0,1,96549,Low,3,6,Teknisi/Analis Madya,"['machine learning', 'cloud']",2,S3
170,Business Analyst,Medium,E-commerce,Australia,Onsite,Mid,10,Master,0,1,1,0,0,92993,High,7,6,Teknisi/Analis Madya,"['sql', 'machine learning']",2,S2
171,Business Analyst,Startup,E-commerce,Canada,Hybrid,Mid,4,Bachelor,0,1,0,0,1,88656,Low,4,6,Teknisi/Analis Madya,"['sql', 'cloud']",2,S1
172,AI Engineer,Enterprise,E-commerce,Germany,Onsite,Entry,13,Master,1,1,1,1,1,129839,High,2,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S2
173,Business Analyst,MNC,E-commerce,Australia,Hybrid,Entry,12,Master,0,0,1,0,1,98616,High,9,5,Teknisi/Analis Muda,"['machine learning', 'cloud']",2,S2
174,AI Engineer,MNC,E-commerce,USA,Hybrid,Mid,11,Master,1,0,1,0,0,145775,Medium,2,6,Teknisi/Analis Madya,"['python', 'machine learning']",2,S2
175,Data Scientist,Enterprise,Finance,Germany,Onsite,Entry,4,PhD,1,1,0,0,0,49940,High,8,5,Teknisi/Analis Muda,"['python', 'sql']",2,S3
176,Data Analyst,Startup,E-commerce,UK,Onsite,Entry,3,Bachelor,0,1,1,0,1,79866,Low,4,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'cloud']",3,S1
177,Data Analyst,Enterprise,Retail,Germany,Onsite,Senior,4,Master,0,1,1,1,1,141511,High,6,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S2
178,Data Scientist,Startup,Healthcare,Singapore,Hybrid,Senior,3,Bachelor,1,1,1,0,0,118569,High,9,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning']",3,S1
179,Machine Learning Engineer,Medium,E-commerce,Germany,Onsite,Mid,12,Master,0,1,0,1,1,143714,Medium,2,6,Teknisi/Analis Madya,"['sql', 'deep learning', 'cloud']",3,S2
180,Data Scientist,MNC,Healthcare,Singapore,Remote,Entry,13,PhD,1,1,0,1,1,92461,Medium,4,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning', 'cloud']",4,S3
181,AI Engineer,MNC,Retail,Australia,Remote,Entry,9,PhD,1,1,0,0,0,112697,High,9,5,Teknisi/Analis Muda,"['python', 'sql']",2,S3
182,Data Engineer,Startup,Education,Australia,Hybrid,Senior,11,PhD,1,0,1,1,1,142003,High,9,7,Ahli Pertama / Perdana,"['python', 'machine learning', 'deep learning', 'cloud']",4,S3
183,Business Analyst,Startup,Technology,UK,Hybrid,Senior,2,PhD,0,1,1,0,1,121724,Low,5,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'cloud']",3,S3
184,Data Engineer,Enterprise,E-commerce,Australia,Onsite,Senior,4,Bachelor,0,1,1,1,1,141272,High,8,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S1
185,Data Analyst,Startup,Technology,UK,Hybrid,Mid,8,PhD,1,0,1,1,0,102159,High,2,6,Teknisi/Analis Madya,"['python', 'machine learning', 'deep learning']",3,S3
186,AI Engineer,Medium,Healthcare,India,Hybrid,Mid,13,Bachelor,1,0,1,0,0,127634,Medium,4,6,Teknisi/Analis Madya,"['python', 'machine learning']",2,S1
187,Data Engineer,MNC,Retail,Canada,Hybrid,Senior,3,Bachelor,1,1,1,1,0,152909,High,5,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning']",4,S1
188,Business Analyst,Medium,Education,Australia,Remote,Entry,6,Bachelor,0,1,0,1,0,64431,High,8,5,Teknisi/Analis Muda,"['sql', 'deep learning']",2,S1
189,AI Engineer,MNC,Education,India,Hybrid,Mid,14,PhD,1,1,0,0,0,130663,Medium,3,6,Teknisi/Analis Madya,"['python', 'sql']",2,S3
190,Machine Learning Engineer,Medium,E-commerce,Singapore,Onsite,Entry,6,Master,0,0,0,1,0,101136,Low,4,5,Teknisi/Analis Muda,['deep learning'],1,S2
191,Data Analyst,Enterprise,Retail,USA,Hybrid,Entry,0,Bachelor,1,1,1,1,0,77125,High,6,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning']",4,S1
192,Data Scientist,Medium,E-commerce,USA,Remote,Mid,2,Master,0,0,0,1,1,97757,Low,6,6,Teknisi/Analis Madya,"['deep learning', 'cloud']",2,S2
193,Business Analyst,Enterprise,E-commerce,UK,Hybrid,Senior,9,Master,0,0,0,1,0,112096,Medium,4,7,Ahli Pertama / Perdana,['deep learning'],1,S2
194,Business Analyst,MNC,Education,India,Hybrid,Senior,1,PhD,0,0,1,0,1,140685,Low,6,7,Ahli Pertama / Perdana,"['machine learning', 'cloud']",2,S3
195,AI Engineer,Startup,Technology,USA,Remote,Mid,13,Master,1,1,0,0,0,110905,High,8,6,Teknisi/Analis Madya,"['python', 'sql']",2,S2
196,Machine Learning Engineer,Startup,E-commerce,Australia,Remote,Entry,3,PhD,1,1,0,0,0,85689,Low,4,5,Teknisi/Analis Muda,"['python', 'sql']",2,S3
197,Data Engineer,Enterprise,Healthcare,UK,Onsite,Senior,9,Bachelor,1,1,1,1,1,139260,High,9,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S1
198,Machine Learning Engineer,Startup,Retail,Singapore,Hybrid,Entry,2,Bachelor,0,0,0,1,1,116588,High,9,5,Teknisi/Analis Muda,"['deep learning', 'cloud']",2,S1
199,Machine Learning Engineer,Startup,Technology,Singapore,Hybrid,Entry,5,PhD,0,0,0,1,0,106171,Low,2,5,Teknisi/Analis Muda,['deep learning'],1,S3
200,Data Scientist,Enterprise,Education,USA,Remote,Mid,13,Master,1,1,0,1,0,86537,Medium,5,6,Teknisi/Analis Madya,"['python', 'sql', 'deep learning']",3,S2
201,Machine Learning Engineer,Medium,Healthcare,UK,Remote,Senior,11,Master,1,0,1,1,1,176727,High,3,7,Ahli Pertama / Perdana,"['python', 'machine learning', 'deep learning', 'cloud']",4,S2
202,Data Scientist,MNC,E-commerce,Germany,Hybrid,Senior,3,Master,1,0,1,1,0,145781,High,6,7,Ahli Pertama / Perdana,"['python', 'machine learning', 'deep learning']",3,S2
203,Data Scientist,MNC,Healthcare,Germany,Hybrid,Entry,1,PhD,0,1,1,0,1,91577,Low,1,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'cloud']",3,S3
204,Data Engineer,Enterprise,Technology,Singapore,Remote,Senior,10,Master,0,0,0,0,1,113087,High,8,7,Ahli Pertama / Perdana,['cloud'],1,S2
205,Data Scientist,MNC,E-commerce,Canada,Onsite,Entry,14,PhD,1,1,1,1,1,108525,High,4,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S3
206,Data Analyst,Startup,Retail,UK,Hybrid,Senior,0,Master,1,0,0,1,1,120687,Low,5,7,Ahli Pertama / Perdana,"['python', 'deep learning', 'cloud']",3,S2
207,AI Engineer,Medium,Education,Australia,Hybrid,Senior,11,Bachelor,0,1,0,1,0,155108,High,7,7,Ahli Pertama / Perdana,"['sql', 'deep learning']",2,S1
208,Business Analyst,Medium,Technology,Germany,Hybrid,Mid,10,PhD,0,1,0,0,0,73864,Medium,3,6,Teknisi/Analis Madya,['sql'],1,S3
209,Machine Learning Engineer,Medium,Education,Canada,Onsite,Entry,8,Bachelor,1,1,1,1,0,120569,High,9,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning']",4,S1
210,Data Scientist,Startup,Healthcare,Australia,Onsite,Mid,4,Master,1,1,1,1,0,109890,High,5,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning']",4,S2
211,Data Scientist,Enterprise,Healthcare,India,Onsite,Entry,5,PhD,0,0,1,0,1,78915,Low,3,5,Teknisi/Analis Muda,"['machine learning', 'cloud']",2,S3
212,Data Analyst,MNC,Technology,Singapore,Onsite,Mid,3,Bachelor,1,0,1,0,0,111659,Low,3,6,Teknisi/Analis Madya,"['python', 'machine learning']",2,S1
213,Data Engineer,Enterprise,E-commerce,UK,Remote,Entry,13,Bachelor,1,1,1,1,0,75392,High,7,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning']",4,S1
214,Business Analyst,Enterprise,Healthcare,UK,Remote,Mid,10,PhD,0,0,0,1,1,95141,Medium,6,6,Teknisi/Analis Madya,"['deep learning', 'cloud']",2,S3
215,Data Engineer,Enterprise,Retail,Australia,Onsite,Mid,3,PhD,0,0,1,1,1,111750,High,6,6,Teknisi/Analis Madya,"['machine learning', 'deep learning', 'cloud']",3,S3
216,Data Analyst,Medium,Retail,UK,Hybrid,Senior,11,Bachelor,1,0,0,1,0,111531,High,9,7,Ahli Pertama / Perdana,"['python', 'deep learning']",2,S1
217,AI Engineer,Medium,Education,Canada,Remote,Entry,8,Master,1,0,1,1,0,116762,High,5,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning']",3,S2
218,Data Engineer,Medium,Finance,Germany,Onsite,Mid,12,Bachelor,1,1,0,1,0,92183,High,7,6,Teknisi/Analis Madya,"['python', 'sql', 'deep learning']",3,S1
219,AI Engineer,Enterprise,Retail,Australia,Hybrid,Entry,4,PhD,0,1,1,0,0,107156,Low,1,5,Teknisi/Analis Muda,"['sql', 'machine learning']",2,S3
220,Data Scientist,MNC,Retail,USA,Hybrid,Entry,6,Bachelor,0,1,1,1,1,111748,High,9,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S1
221,Data Analyst,Medium,Technology,USA,Remote,Senior,6,PhD,1,1,1,1,1,135193,High,3,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S3
222,Data Analyst,Enterprise,Finance,USA,Onsite,Mid,5,Master,0,1,0,0,1,88921,Low,6,6,Teknisi/Analis Madya,"['sql', 'cloud']",2,S2
223,AI Engineer,Medium,Finance,USA,Remote,Entry,2,Bachelor,1,1,0,1,0,105808,Low,4,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning']",3,S1
224,Data Engineer,Startup,Education,UK,Remote,Mid,4,PhD,0,0,1,1,1,116376,High,6,6,Teknisi/Analis Madya,"['machine learning', 'deep learning', 'cloud']",3,S3
225,Data Scientist,Startup,Finance,Canada,Onsite,Senior,6,PhD,0,0,0,1,0,115002,Low,3,7,Ahli Pertama / Perdana,['deep learning'],1,S3
226,Data Analyst,MNC,E-commerce,Canada,Remote,Entry,12,Bachelor,1,0,1,1,0,103365,High,8,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning']",3,S1
227,Business Analyst,Enterprise,Finance,Singapore,Hybrid,Mid,3,Master,1,0,0,1,1,96774,Low,5,6,Teknisi/Analis Madya,"['python', 'deep learning', 'cloud']",3,S2
228,Data Scientist,Startup,Technology,India,Onsite,Senior,6,Bachelor,1,0,0,0,1,106842,Low,2,7,Ahli Pertama / Perdana,"['python', 'cloud']",2,S1
229,Machine Learning Engineer,Medium,Healthcare,UK,Hybrid,Entry,6,Bachelor,1,0,1,1,0,116628,High,5,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning']",3,S1
230,Data Engineer,MNC,Healthcare,USA,Remote,Mid,10,PhD,0,0,0,0,1,109428,Medium,5,6,Teknisi/Analis Madya,['cloud'],1,S3
231,Data Scientist,Enterprise,Finance,Australia,Remote,Mid,1,PhD,1,0,0,0,0,73259,Low,5,6,Teknisi/Analis Madya,['python'],1,S3
232,Data Analyst,Enterprise,Technology,Germany,Onsite,Entry,6,PhD,1,0,1,1,1,86141,High,9,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning', 'cloud']",4,S3
233,Data Scientist,MNC,Healthcare,Germany,Remote,Senior,7,Bachelor,0,0,0,1,0,132011,Low,2,7,Ahli Pertama / Perdana,['deep learning'],1,S1
234,Data Analyst,Medium,Retail,USA,Remote,Mid,7,Bachelor,1,1,1,1,1,111054,High,6,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S1
235,Business Analyst,Medium,E-commerce,Australia,Onsite,Senior,12,PhD,1,1,0,1,1,122309,Medium,3,7,Ahli Pertama / Perdana,"['python', 'sql', 'deep learning', 'cloud']",4,S3
236,Business Analyst,Medium,Healthcare,Canada,Hybrid,Entry,9,Bachelor,1,0,0,0,1,55785,Medium,4,5,Teknisi/Analis Muda,"['python', 'cloud']",2,S1
237,Data Scientist,Startup,E-commerce,UK,Onsite,Mid,12,Bachelor,1,1,1,1,0,102352,High,5,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning']",4,S1
238,Data Engineer,Startup,Retail,Singapore,Onsite,Senior,1,Master,1,0,0,1,0,110382,Low,5,7,Ahli Pertama / Perdana,"['python', 'deep learning']",2,S2
239,AI Engineer,Enterprise,Technology,UK,Remote,Senior,2,Bachelor,0,0,1,0,1,166652,Low,3,7,Ahli Pertama / Perdana,"['machine learning', 'cloud']",2,S1
240,AI Engineer,Medium,Education,USA,Hybrid,Senior,6,Bachelor,0,1,1,0,0,153730,Low,5,7,Ahli Pertama / Perdana,"['sql', 'machine learning']",2,S1
241,Machine Learning Engineer,Enterprise,Education,Canada,Onsite,Mid,5,Bachelor,0,0,1,0,0,126960,High,8,6,Teknisi/Analis Madya,['machine learning'],1,S1
242,Data Engineer,Startup,Retail,UK,Hybrid,Mid,6,PhD,1,1,1,0,0,87454,High,8,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning']",3,S3
243,Data Scientist,Enterprise,Healthcare,USA,Onsite,Entry,10,Master,1,1,0,0,0,54094,Medium,4,5,Teknisi/Analis Muda,"['python', 'sql']",2,S2
244,Data Scientist,MNC,Technology,Canada,Remote,Entry,0,Bachelor,1,1,0,0,1,77490,Low,3,5,Teknisi/Analis Muda,"['python', 'sql', 'cloud']",3,S1
245,Data Engineer,Startup,Healthcare,Australia,Remote,Mid,2,PhD,1,1,1,1,1,111999,High,5,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S3
246,Data Scientist,MNC,Retail,Australia,Remote,Mid,2,PhD,0,1,1,1,0,128733,High,8,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning']",3,S3
247,Data Scientist,MNC,Finance,Canada,Remote,Senior,12,Bachelor,1,1,0,1,1,148448,High,9,7,Ahli Pertama / Perdana,"['python', 'sql', 'deep learning', 'cloud']",4,S1
248,Machine Learning Engineer,Enterprise,Finance,India,Hybrid,Mid,14,Master,1,0,0,1,0,127092,Medium,2,6,Teknisi/Analis Madya,"['python', 'deep learning']",2,S2
249,Data Engineer,MNC,Healthcare,USA,Onsite,Mid,11,Master,1,1,1,1,1,132555,High,8,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S2
250,Data Analyst,MNC,Education,Australia,Onsite,Senior,12,Master,0,0,0,0,0,120789,High,9,7,Ahli Pertama / Perdana,[],0,S2
251,Business Analyst,Enterprise,E-commerce,UK,Remote,Entry,14,Master,0,0,0,1,1,75575,Medium,4,5,Teknisi/Analis Muda,"['deep learning', 'cloud']",2,S2
252,AI Engineer,MNC,Healthcare,Australia,Hybrid,Mid,7,Bachelor,0,1,1,0,1,161919,High,7,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'cloud']",3,S1
253,Data Engineer,Medium,Healthcare,India,Onsite,Senior,11,Bachelor,0,0,0,0,0,98167,Medium,2,7,Ahli Pertama / Perdana,[],0,S1
254,Data Scientist,Enterprise,Healthcare,USA,Hybrid,Entry,12,Bachelor,1,0,0,0,0,49232,Medium,3,5,Teknisi/Analis Muda,['python'],1,S1
255,AI Engineer,MNC,Technology,India,Onsite,Senior,2,Bachelor,0,1,1,1,1,203662,High,3,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S1
256,Data Scientist,MNC,Retail,USA,Onsite,Mid,6,PhD,0,0,0,0,0,93607,Low,1,6,Teknisi/Analis Madya,[],0,S3
257,Data Scientist,MNC,Finance,Australia,Remote,Entry,2,PhD,1,0,1,0,0,85423,Low,6,5,Teknisi/Analis Muda,"['python', 'machine learning']",2,S3
258,Data Scientist,Enterprise,Healthcare,Australia,Onsite,Entry,8,PhD,0,1,0,0,1,59424,Medium,2,5,Teknisi/Analis Muda,"['sql', 'cloud']",2,S3
259,Data Engineer,MNC,Education,USA,Remote,Senior,12,Bachelor,1,0,1,1,0,152170,High,4,7,Ahli Pertama / Perdana,"['python', 'machine learning', 'deep learning']",3,S1
260,AI Engineer,MNC,E-commerce,Germany,Hybrid,Mid,3,Bachelor,0,1,0,0,0,134213,High,9,6,Teknisi/Analis Madya,['sql'],1,S1
261,Business Analyst,MNC,E-commerce,India,Hybrid,Entry,5,Bachelor,1,1,1,0,1,98088,Low,3,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'cloud']",4,S1
262,Data Engineer,Startup,Technology,Australia,Remote,Senior,3,Bachelor,1,1,1,1,0,129214,High,4,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning']",4,S1
263,Data Scientist,MNC,Technology,India,Onsite,Mid,9,Bachelor,0,0,1,0,1,119063,Medium,5,6,Teknisi/Analis Madya,"['machine learning', 'cloud']",2,S1
264,Data Scientist,Enterprise,Healthcare,Singapore,Remote,Mid,4,PhD,1,0,0,1,0,89552,Low,3,6,Teknisi/Analis Madya,"['python', 'deep learning']",2,S3
265,Data Scientist,MNC,E-commerce,Australia,Onsite,Senior,8,Bachelor,0,1,1,1,0,154433,High,7,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning']",3,S1
266,Data Scientist,Enterprise,E-commerce,Germany,Hybrid,Senior,11,PhD,1,0,0,0,1,105025,High,7,7,Ahli Pertama / Perdana,"['python', 'cloud']",2,S3
267,Data Analyst,Startup,Retail,UK,Remote,Entry,14,PhD,1,0,0,0,0,45215,Medium,4,5,Teknisi/Analis Muda,['python'],1,S3
268,Data Scientist,Enterprise,Finance,Australia,Hybrid,Mid,1,Bachelor,0,1,1,0,0,90685,High,8,6,Teknisi/Analis Madya,"['sql', 'machine learning']",2,S1
269,Data Engineer,Enterprise,Healthcare,Singapore,Remote,Mid,13,Bachelor,0,1,1,1,1,111932,High,2,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S1
270,Data Engineer,Startup,Technology,Canada,Onsite,Entry,10,Bachelor,0,1,0,0,1,64467,Medium,6,5,Teknisi/Analis Muda,"['sql', 'cloud']",2,S1
271,Machine Learning Engineer,Medium,Finance,Germany,Onsite,Entry,1,Bachelor,0,0,0,1,1,119475,Low,2,5,Teknisi/Analis Muda,"['deep learning', 'cloud']",2,S1
272,Business Analyst,Enterprise,E-commerce,India,Remote,Senior,4,PhD,1,1,1,0,1,123423,High,8,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'cloud']",4,S3
273,Data Engineer,Startup,Retail,Singapore,Remote,Senior,5,Master,0,1,1,0,0,111636,Low,4,7,Ahli Pertama / Perdana,"['sql', 'machine learning']",2,S2
274,Machine Learning Engineer,Enterprise,Retail,Canada,Hybrid,Mid,7,PhD,1,0,1,0,0,129444,High,9,6,Teknisi/Analis Madya,"['python', 'machine learning']",2,S3
275,Business Analyst,Startup,Healthcare,Germany,Remote,Mid,10,PhD,1,0,0,1,0,88824,High,7,6,Teknisi/Analis Madya,"['python', 'deep learning']",2,S3
276,AI Engineer,Startup,Education,UK,Onsite,Entry,10,PhD,1,1,0,1,0,104956,Medium,4,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning']",3,S3
277,Data Analyst,Medium,Technology,USA,Hybrid,Entry,9,Master,0,1,1,0,1,74200,High,9,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'cloud']",3,S2
278,Data Scientist,Startup,Education,India,Remote,Entry,3,Bachelor,0,1,0,1,0,66242,Low,5,5,Teknisi/Analis Muda,"['sql', 'deep learning']",2,S1
279,Data Analyst,Enterprise,E-commerce,Germany,Onsite,Senior,6,PhD,1,1,0,0,1,114065,Low,4,7,Ahli Pertama / Perdana,"['python', 'sql', 'cloud']",3,S3
280,Machine Learning Engineer,MNC,E-commerce,Canada,Remote,Senior,13,PhD,1,1,0,0,1,167468,Medium,3,7,Ahli Pertama / Perdana,"['python', 'sql', 'cloud']",3,S3
281,Data Analyst,MNC,E-commerce,Germany,Hybrid,Entry,3,Master,0,1,0,0,0,72415,Low,5,5,Teknisi/Analis Muda,['sql'],1,S2
282,Business Analyst,Startup,Education,Canada,Hybrid,Entry,12,Bachelor,0,1,1,1,0,84865,High,9,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'deep learning']",3,S1
283,Data Engineer,Startup,E-commerce,Germany,Onsite,Senior,14,Master,1,1,1,1,0,128240,High,4,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning']",4,S2
284,Machine Learning Engineer,Medium,Education,Australia,Remote,Entry,2,PhD,1,0,1,1,0,118811,High,6,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning']",3,S3
285,Business Analyst,Medium,E-commerce,USA,Onsite,Senior,9,PhD,1,1,0,1,0,119168,High,9,7,Ahli Pertama / Perdana,"['python', 'sql', 'deep learning']",3,S3
286,Data Engineer,Startup,Finance,Germany,Onsite,Entry,4,PhD,0,1,0,0,0,47610,High,9,5,Teknisi/Analis Muda,['sql'],1,S3
287,Data Scientist,Enterprise,Healthcare,Singapore,Onsite,Senior,0,Master,0,0,1,0,0,113664,High,9,7,Ahli Pertama / Perdana,['machine learning'],1,S2
288,Data Scientist,Startup,Finance,Canada,Hybrid,Mid,2,Bachelor,0,0,0,1,1,99287,High,7,6,Teknisi/Analis Madya,"['deep learning', 'cloud']",2,S1
289,Data Analyst,Medium,Technology,Germany,Hybrid,Entry,10,PhD,1,0,1,1,1,86293,High,1,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning', 'cloud']",4,S3
290,AI Engineer,MNC,Retail,Canada,Onsite,Mid,0,Bachelor,0,1,0,0,0,136426,Low,5,6,Teknisi/Analis Madya,['sql'],1,S1
291,Data Engineer,Enterprise,Retail,Germany,Onsite,Senior,8,Master,1,0,1,1,0,128093,High,2,7,Ahli Pertama / Perdana,"['python', 'machine learning', 'deep learning']",3,S2
292,Business Analyst,MNC,Education,Singapore,Onsite,Mid,2,PhD,0,1,1,1,1,130112,High,1,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S3
293,Business Analyst,Enterprise,E-commerce,UK,Remote,Mid,4,Bachelor,0,1,1,0,1,98104,High,8,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'cloud']",3,S1
